405500000 1
405503600 -3470399
405475778 -6940799
405416538 -10410930
405325885 -13880524
405203829 -17349311
405050379 -20817022
404865547 -24283391
404649348 -27748147
404401797 -31211022
404122914 -34671750
403812717 -38130060
403471230 -41585686
403098477 -45038359
402694484 -48487813
402259280 -51933780
401792894 -55375992
401295361 -58814182
400766713 -62248085
400206988 -65677432
399616225 -69101959
398994463 -72521398
398341746 -75935485
397658118 -79343954
396943626 -82746538
396198319 -86142975
395422248 -89532998
394615464 -92916344
393778025 -96292748
392909985 -99661947
392011405 -103023678
391082345 -106377678
390122869 -109723684
389133040 -113061435
388112928 -116390667
387062600 -119711121
385982128 -123022535
384871586 -126324648
383731048 -129617201
382560592 -132899935
381360297 -136172589
380130246 -139434906
378870520 -142686627
377581206 -145927495
376262392 -149157253
374914167 -152375644
373536623 -155582413
372129853 -158777303
370693954 -161960061
369229023 -165130432
367735159 -168288161
366212466 -171432998
364661047 -174564688
363081007 -177682980
361472456 -180787624
359835503 -183878368
358170260 -186954964
356476842 -190017162
354755365 -193064713
353005946 -196097371
351228708 -199114889
349423771 -202117020
347591261 -205103520
345731304 -208074143
343844029 -211028647
341929566 -213966788
339988047 -216888324
338019608 -219793015
336024386 -222680619
334002519 -225550898
331954147 -228403613
329879415 -231238526
327778466 -234055402
325651448 -236854003
323498510 -239634095
321319803 -242395445
319115480 -245137820
316885696 -247860987
314630608 -250564717
312350376 -253248780
310045160 -255912946
307715124 -258556988
305360433 -261180680
302981255 -263783797
300577759 -266366114
298150116 -268927408
295698499 -271467457
293223085 -273986040
290724049 -276482939
288201573 -278957934
285655836 -281410808
283087023 -283841346
280495319 -286249334
277880911 -288634557
275243989 -290996804
272584744 -293335864
269903370 -295651528
267200061 -297943589
264475015 -300211838
261728432 -302456072
258960513 -304676087
256171460 -306871680
253361480 -309042650
250530778 -311188799
247679565 -313309928
244808052 -315405842
241916450 -317476344
239004975 -319521243
236073845 -321540346
233123277 -323533464
230153492 -325500408
227164713 -327440991
224157163 -329355028
221131071 -331242336
218086663 -333102733
215024169 -334936039
211943822 -336742076
208845855 -338520667
205730504 -340271638
202598007 -341994816
199448602 -343690029
196282530 -345357109
193100035 -346995887
189901362 -348606200
186686756 -350187883
183456466 -351740774
180210743 -353264714
176949837 -354759545
173674002 -356225112
170383494 -357661260
167078569 -359067839
163759487 -360444699
160426508 -361791692
157079893 -363108673
153719907 -364395498
150346814 -365652028
146960883 -366878122
143562381 -368073644
140151578 -369238459
136728748 -370372436
133294163 -371475444
129848098 -372547356
126390830 -373588046
122922637 -374597391
119443799 -375575271
115954597 -376521567
112455313 -377436162
108946232 -378318945
105427639 -379169803
101899821 -379988627
98363067 -380775313
94817667 -381529755
91263911 -382251853
87702093 -382941508
84132506 -383598624
80555445 -384223107
76971207 -384814868
73380090 -385373817
69782393 -385899868
66178416 -386392940
62568461 -386852951
58952830 -387279825
55331828 -387673486
51705758 -388033862
48074929 -388360885
44439646 -388654486
40800218 -388914604
37156954 -389141177
33510165 -389334147
29860162 -389493458
26207258 -389619060
22551766 -389710901
18894000 -389768936
15234275 -389793122
11572907 -389783418
7910213 -389739785
4246511 -389662191
582119 -389550603
-3082644 -389404993
-6747458 -389225334
-10412002 -389011606
-14075956 -388763789
-17738996 -388481866
-21400801 -388165824
-25061047 -387815654
-28719412 -387431348
-32375570 -387012903
-36029198 -386560319
-39679970 -386073597
-43327561 -385552745
-46971645 -384997771
-50611896 -384408688
-54247987 -383785511
-57879592 -383128259
-61506384 -382436955
-65128035 -381711623
-68744218 -380952292
-72354605 -380158995
-75958870 -379331766
-79556684 -378470645
-83147719 -377575673
-86731649 -376646896
-90308144 -375684362
-93876879 -374688123
-97437524 -373658235
-100989754 -372594757
-104533241 -371497750
-108067658 -370367281
-111592678 -369203418
-115107976 -368006233
-118613225 -366775803
-122108100 -365512206
-125592275 -364215525
-129065427 -362885846
-132527232 -361523259
-135977364 -360127856
-139415503 -358699733
-142841325 -357238991
-146254508 -355745732
-149654733 -354220063
-153041678 -352662094
-156415025 -351071938
-159774455 -349449712
-163119649 -347795537
-166450293 -346109535
-169766069 -344391835
-173066664 -342642566
-176351763 -340861862
-179621054 -339049862
-182874225 -337206704
-186110967 -335332534
-189330970 -333427499
-192533926 -331491750
-195719530 -329525441
-198887475 -327528730
-202037459 -325501777
-205169179 -323444746
-208282333 -321357806
-211376624 -319241127
-214451753 -317094884
-217507424 -314919254
-220543343 -312714417
-223559217 -310480557
-226554755 -308217863
-229529667 -305926524
-232483667 -303606734
-235416468 -301258690
-238327787 -298882593
-241217343 -296478645
-244084855 -294047052
-246930047 -291588025
-249752641 -289101776
-252552365 -286588520
-255328948 -284048477
-258082120 -281481868
-260811614 -278888918
-263517166 -276269855
-266198514 -273624909
-268855396 -270954315
-271487556 -268258309
-274094739 -265537130
-276676691 -262791022
-279233164 -260020228
-281763908 -257224998
-284268679 -254405581
-286747234 -251562232
-289199334 -248695207
-291624742 -245804765
-294023223 -242891168
-296394545 -239954679
-298738481 -236995565
-301054803 -234014097
-303343289 -231010546
-305603719 -227985186
-307835875 -224938294
-310039543 -221870150
-312214512 -218781036
-314360574 -215671235
-316477524 -212541033
-318565159 -209390720
-320623281 -206220586
-322651693 -203030925
-324650204 -199822031
-326618623 -196594202
-328556766 -193347738
-330464449 -190082939
-332341492 -186800110
-334187719 -183499556
-336002958 -180181584
-337787039 -176846504
-339539796 -173494626
-341261066 -170126263
-342950691 -166741730
-344608514 -163341344
-346234383 -159925421
-347828150 -156494283
-349389669 -153048249
-350918799 -149587643
-352415402 -146112788
-353879344 -142624011
-355310493 -139121637
-356708722 -135605997
-358073908 -132077418
-359405931 -128536232
-360704675 -124982771
-361970028 -121417367
-363201879 -117840356
-364400125 -114252072
-365564665 -110652853
-366695399 -107043034
-367792235 -103422954
-368855082 -99792953
-369883855 -96153370
-370878470 -92504546
-371838848 -88846822
-372764915 -85180540
-373656600 -81506042
-374513834 -77823672
-375336555 -74133774
-376124703 -70436692
-376878221 -66732770
-377597058 -63022353
-378281165 -59305786
-378930497 -55583415
-379545014 -51855587
-380124679 -48122646
-380669458 -44384938
-381179323 -40642811
-381654248 -36896610
-382094211 -33146681
-382499195 -29393370
-382869184 -25637023
-383204169 -21877987
-383504144 -18116606
-383769104 -14353227
-383999053 -10588193
-384193993 -6821850
-384353934 -3054542
-384478887 713387
-384568870 4481595
-384623900 8249737
-384644002 12017472
-384629202 15784459
-384579531 19550356
-384495024 23314824
-384375718 27077523
-384221655 30838114
-384032879 34596259
-383809441 38351623
-383551391 42103869
-383258786 45852661
-382931686 49597667
-382570152 53338554
-382174252 57074989
-381744055 60806643
-381279634 64533185
-380781067 68254289
-380248433 71969626
-379681816 75678872
-379081302 79381703
-378446982 83077795
-377778949 86766827
-377077301 90448480
-376342136 94122435
-375573558 97788376
-374771674 101445987
-373936593 105094954
-373068428 108734966
-372167295 112365712
-371233313 115986883
-370266603 119598174
-369267291 123199278
-368235505 126789894
-367171376 130369718
-366075038 133938452
-364946627 137495799
-363786284 141041462
-362594151 144575148
-361370373 148096565
-360115099 151605424
-358828479 155101437
-357510668 158584319
-356161821 162053786
-354782097 165509556
-353371659 168951351
-351930671 172378894
-350459298 175791911
-348957711 179190127
-347426081 182573275
-345864583 185941084
-344273393 189293291
-342652690 192629631
-341002655 195949844
-339323473 199253670
-337615328 202540854
-335878410 205811142
-334112909 209064283
-332319017 212300027
-330496929 215518127
-328646841 218718341
-326768953 221900426
-324863466 225064143
-322930582 228209256
-320970507 231335530
-318983446 234442735
-316969609 237530641
-314929206 240599022
-312862450 243647654
-310769554 246676316
-308650734 249684789
-306506208 252672858
-304336196 255640309
-302140917 258586932
-299920594 261512518
-297675452 264416862
-295405716 267299761
-293111612 270161016
-290793370 273000429
-288451219 275817805
-286085390 278612952
-283696117 281385681
-281283632 284135806
-278848171 286863141
-276389972 289567507
-273909270 292248725
-271406306 294906618
-268881319 297541014
-266334550 300151742
-263766242 302738634
-261176638 305301527
-258565981 307840257
-255934518 310354664
-253282494 312844593
-250610156 315309889
-247917753 317750401
-245205532 320165979
-242473745 322556479
-239722640 324921756
-236952470 327261671
-234163486 329576085
-231355940 331864863
-228530086 334127873
-225686177 336364985
-222824469 338576072
-219945215 340761010
-217048672 342919677
-214135095 345051954
-211204741 347157724
-208257867 349236873
-205294730 351289292
-202315588 353314870
-199320699 355313504
-196310321 357285088
-193284713 359229523
-190244134 361146710
-187188843 363036555
-184119100 364898965
-181035164 366733849
-177937295 368541120
-174825753 370320693
-171700799 372072486
-168562691 373796417
-165411691 375492411
-162248059 377160392
-159072055 378800288
-155883939 380412029
-152683971 381995547
-149472412 383550778
-146249521 385077660
-143015559 386576132
-139770785 388046137
-136515460 389487619
-133249842 390900527
-129974191 392284810
-126688766 393640420
-123393826 394967311
-120089629 396265441
-116776434 397534769
-113454499 398775256
-110124081 399986866
-106785438 401169566
-103438827 402323324
-100084504 403448110
-96722725 404543899
-93353747 405610665
-89977824 406648386
-86595212 407657042
-83206165 408636615
-79810936 409587088
-76409780 410508450
-73002948 411400688
-69590694 412263792
-66173269 413097757
-62750925 413902576
-59323911 414678248
-55892478 415424772
-52456875 416142148
-49017351 416830380
-45574155 417489474
-42127532 418119438
-38677731 418720280
-35224996 419292012
-31769574 419834649
-28311709 420348205
-24851645 420832698
-21389625 421288147
-17925890 421714574
-14460684 422112003
-10994245 422480458
-7526815 422819966
-4058633 423130556
-589936 423412260
2879037 423665109
6348051 423889139
9816869 424084385
13285256 424250887
16752979 424388683
20219805 424497815
23685500 424578326
27149835 424630263
30612578 424653671
34073500 424648599
37532372 424615098
40988968 424553219
44443060 424463016
47894423 424344544
51342832 424197860
54788063 424023022
58229894 423820091
61668103 423589129
65102469 423330197
68532773 423043362
71958796 422728689
75380320 422386246
78797129 422016103
82209007 421618330
85615740 421193001
89017114 420740188
92412916 420259966
95802936 419752414
99186964 419217608
102564789 418655628
105936204 418066556
109301001 417450473
112658976 416807463
116009923 416137611
119353638 415441004
122689918 414717729
126018563 413967875
129339371 413191533
132652144 412388795
135956683 411559752
139252791 410704500
142540272 409823133
145818932 408915749
149088577 407982445
152349014 407023320
155600052 406038475
158841501 405028010
162073171 403992029
165294876 402930635
168506427 401843934
171707640 400732031
174898330 399595033
178078313 398433049
181247408 397246188
184405434 396034561
187552211 394798278
190687561 393537454
193811305 392252200
196923268 390942633
200023274 389608867
203111150 388251020
206186724 386869209
209249823 385463552
212300277 384034170
215337917 382581183
218362575 381104713
221374084 379604881
224372279 378081813
227356995 376535632
230328070 374966463
233285340 373374433
236228646 371759669
239157827 370122298
242072725 368462450
244973183 366780255
247859045 365075842
250730156 363349344
253586362 361600892
256427511 359830619
259253451 358038661
262064033 356225150
264859107 354390223
267638527 352534016
270402144 350656666
273149815 348758310
275881394 346839087
278596739 344899137
281295709 342938599
283978162 340957614
286643960 338956324
289292964 336934870
291925037 334893396
294540044 332832045
297137850 330750961
299718322 328650289
302281327 326530174
304826734 324390764
307354414 322232204
309864238 320054642
312356079 317858226
314829810 315643105
317285306 313409428
319722444 311157345
322141101 308887006
324541155 306598564
326922486 304292168
329284975 301967973
331628504 299626129
333952957 297266792
336258217 294890114
338544170 292496251
340810703 290085357
343057704 287657587
345285063 285213098
347492669 282752047
349680414 280274590
351848190 277780884
353995892 275271089
356123415 272745362
358230654 270203863
360317508 267646751
362383874 265074185
364429652 262486327
366454744 259883337
368459050 257265377
370442475 254632607
372404923 251985191
374346299 249323291
376266510 246647069
378165464 243956690
380043070 241252317
381899238 238534114
383733879 235802246
385546906 233056878
387338233 230298174
389107773 227526302
390855444 224741427
392581162 221943715
394284846 219133333
395966415 216310449
397625789 213475229
399262891 210627843
400877642 207768457
402469968 204897240
404039793 202014362
405587044 199119991
407111647 196214297
408613533 193297450
410092629 190369619
411548868 187430975
412982181 184481689
414392501 181521931
415779763 178551873
417143901 175571686
418484854 172581542
419802558 169581613
421096952 166572071
422367976 163553088
423615571 160524838
424839680 157487493
426040245 154441227
427217212 151386213
428370526 148322624
429500134 145250635
430605984 142170420
431688024 139082153
432746205 135986008
433780478 132882161
434790796 129770786
435777111 126652058
436739380 123526153
437677557 120393246
438591600 117253513
439481466 114107130
440347115 110954273
441188507 107795117
442005603 104629840
442798366 101458617
443566760 98281626
444310750 95099043
445030300 91911045
445725379 88717809
446395955 85519513
447041996 82316333
447663474 79108447
448260359 75896033
448832625 72679269
449380245 69458331
449903194 66233399
450401447 63004649
450874983 59772261
451323780 56536412
451747816 53297281
452147072 50055045
452521530 46809884
452871173 43561975
453195984 40311498
453495948 37058631
453771052 33803553
454021283 30546442
454246628 27287477
454447078 24026837
454622623 20764701
454773254 17501248
454898965 14236657
454999750 10971106
455075603 7704775
455126520 4437843
455152499 1170489
455153539 -2097108
455129639 -5364770
455080799 -8632317
455007021 -11899569
454908309 -15166349
454784666 -18432477
454636097 -21697774
454462609 -24962061
454264209 -28225159
454040906 -31486889
453792709 -34747072
453519629 -38005529
453221678 -41262083
452898869 -44516553
452551216 -47768761
452178735 -51018529
451781441 -54265678
451359353 -57510029
450912490 -60751405
450440870 -63989626
449944515 -67224514
449423447 -70455892
448877689 -73683581
448307266 -76907403
447712203 -80127181
447092527 -83342736
446448265 -86553891
445779446 -89760468
445086101 -92962291
444368260 -96159181
443625956 -99350962
442859222 -102537456
442068094 -105718486
441252605 -108893877
440412795 -112063451
439548699 -115227032
438660359 -118384444
437747813 -121535511
436811104 -124680056
435850274 -127817904
434865366 -130948880
433856426 -134072808
432823500 -137189514
431766635 -140298821
430685879 -143400556
429581282 -146494544
428452894 -149580611
427300767 -152658582
